Product code,Language,Product id,Category,List price,Price,weight,Quantity,Date added,Free shipping,Zero price action,Detailed Image,Product name,Description,Meta keywords,Meta description,Page title,Features,Options,Secondary categories,Short description,Status
P016019002007193,en,4091,Pre-Played®///Playstation///In Stock,899,899,150,42,01/01/1970 03:00:00,N,R,exim/backup/images/81DzWHM4GoL._SL1500_.jpg#{[en]:;},PP PS4 LEGO MARVEL SUPER HEROES,"<p><span style=""background-color: initial;"">Marvel Super Heroes are assembling for an action-packed, brick-smashing good time!  Warner Bros. Interactive Entertainment, TT Games, The LEGO Group and Marvel Entertainment announced today that LEGO Marvel Super Heroes will be available beginning Fall 2013 for the Xbox 360 video game and entertainment system from Microsoft, PlayStation 3 computer entertainment system, the Wii U system and Windows PC, as well as the Nintendo DS™ handheld system, Nintendo 3DS handheld system and PlayStation Vita handheld entertainment system. LEGO Marvel Super Heroes is the first instalment in the highly successful LEGO videogame franchise to feature famous Marvel characters.LEGO Marvel Super Heroes complements the LEGO Marvel Super Heroes construction toy collection, which brings the characters, vehicles and action of Marvel's renowned universe to the world of LEGO build-and-play adventure. There are currently eight iconic scenes from the X-Men, Iron Man and Spider-Man franchises available and more construction sets tied to the new Iron Man 3 feature film.</span></p>","PS4, Playstation 4, Pre-Played","LEGO Marvel Super Heroes offers an original storyline in which Nick Fury calls upon Iron Man, the Hulk, Thor, Spider-Man, Wolverine and other heroes spanning the Marvel Universe to save Earth from such threats as the vengeance of Loki and the hunger of Ga",BT Games: Pre-Played® Lego Marvel Super Heroes,Publisher: T[Warner Bros]; Publication Year: T[2013]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Playstation 4],,,"LEGO Marvel Super Heroes offers an original storyline in which Nick Fury calls upon Iron Man, the Hulk, Thor, Spider-Man, Wolverine and other heroes spanning the Marvel Universe to save Earth from such threats as the vengeance of Loki and the hunger of Galactus, Devourer of the Worlds.",A
P016009701008028,en,4092,Pre-Played®///Playstation///In Stock,899,899,150,40,01/01/1970 03:00:00,N,R,exim/backup/images/ps4-metal-gear-solid-v-ground-zeroes.jpg#{[en]:;},PP PS4 METAL GEAR SOLID V GROUND ZEROES,"<p><span style=""background-color: initial;"">Assuming control of the legendary Snake (a.k.a. Big Boss), players are charged with the infiltration of Camp Omega where both Paz and Chico are held. The hostages hold key information concerning Snake and his private military organisation that Snake and his ally Kaz Miller must prevent from being exposed. Ground Zeroes charts the rescue and the subsequent fallout that leads into the beginning of the The Phantom Pain. Ground Zeroes also acts as a bridge between previous Metal Gear Solid titles, easing players into the vaunted open world of MGSV.</span></p>","PS4, Playstation 4, Pre-Played",Metal Gear Solid V: Ground Zeroes acts as a prologue to Metal Gear Solid V: The Phantom Pain and takes place one year after the events of Metal Gear Solid: Peace Walker.,BT Games: Pre-Played® Metal Gear Solid Ground Zeroes,Publication Year: T[2014]; Publisher: T[Konami]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 4]; Age Limit: O[18],,,Metal Gear Solid V: Ground Zeroes acts as a prologue to Metal Gear Solid V: The Phantom Pain and takes place one year after the events of Metal Gear Solid: Peace Walker.,A
P016025212008445,en,4093,Pre-Played®///Playstation///In Stock,899,899,150,119,01/01/1970 03:00:00,N,R,exim/backup/images/ps4_rugby15.jpg#{[en]:;},PP PS4 RUGBY 15,"<p><span style=""background-color: initial;"">Aiming to become the new standard for rugby games, Bigben Interactive and HB Studios are delighted to announce the exclusive inclusion of the official licences for the TOP 14 and PRO D2 professional rugby leagues, for an even more intense immersive experience.In the rugby world, the TOP 14 is considered the best club league in the world, with clubs like Rugby Club Toulonnais, current European champions, and Stade Toulousain, quadruple European champions and holders of the record for most French league titles with 19 Brennus Shields.</span></p>","PS3, Playstation 3, Pre-Played","Developed in collaboration with the Canadian studio HB Studios, authors of several successful sport simulations including Rugby World Cup 2011.",BT Games: Pre-Played® Rugby 15,Publisher: T[Big Ben]; Publication Year: T[2014]; Has Adult Content: C[N]; Genre: T[Sports]; Format: S[Playstation 4],,,"Developed in collaboration with the Canadian studio HB Studios, authors of several successful sport simulations including Rugby World Cup 2011.",A
P016022901005800,en,4094,Pre-Played®///Playstation///In Stock,899,899,150,43,01/01/1970 03:00:00,N,R,exim/backup/images/the-last-of-us-remastered-two-column-01-ps4-us-28jul14.png#{[en]:;},PP PS4 THE LAST OF US REMASTERED EDITION,"<p><span style=""background-color: initial;"">20 years after a pandemic has radically changed known civilization, infected humans run wild and survivors are killing each other for food, weapons; whatever they can get their hands on. Joel, a violent survivor, is hired to smuggle a 14 year-old girl, Ellie, out of an oppressive military quarantine zone, but what starts as a small job soon transforms into a brutal journey across the U.S. The Last of Us Remastered includes the Abandoned Territories Map Pack, Reclaimed Territories Map Pack, and the critically acclaimed The Last of Us: Left Behind Single Player campaign that combines themes of survival, loyalty, and love with tense, survival-action gameplay.</span></p>","PS4, Playstation 4, Pre-Played","Now featuring full 1080p, higher resolution character models, improved shadows and lighting, in addition to several other gameplay improvements. ",BT Games: Pre-Played® The Last of Us,Publication Year: T[2014]; Publisher: T[Sony]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 4]; Age Limit: O[18],,,"Now featuring full 1080p, higher resolution character models, improved shadows and lighting, in addition to several other gameplay improvements. ",A
P016016201007459,en,4095,Pre-Played®///Playstation///In Stock,899,899,150,57,01/01/1970 03:00:00,N,R,exim/backup/images/Thief-2Dbox-PS4-EU.jpg#{[en]:;},PP PS4 THIEF 4,"<p><span style=""background-color: initial;"">Garrett, the Master Thief, steps from the shadows into the City. With the Baron's Watch spreading a rising tide of fear and oppression, a mysterious sickness grips the streets. Led by Orion, the voice of the people, the citizens rise in bloody revolution. Garrett's thieving skills are all he can trust as he walks the fine line between politics and the people, entangled in layers of conflict. With time running out, the Master Thief unravels a terrible secret from his dark past that ultimately threatens to tear his world apart.Garrett never paid the price for anything… until now.</span></p>","PS4, Playstation 4, Pre-Played","Step into the silent shoes of Garrett, a dark and solitary thief with an unrivalled set of skills. The most challenging heists, the most inaccessible loots, the best kept secrets: nothing is out of your reach.",BT Games: Pre-Played® Thief,Publication Year: T[2014]; Publisher: T[Square Enix]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 4]; Age Limit: O[16],,,"Step into the silent shoes of Garrett, a dark and solitary thief with an unrivalled set of skills. The most challenging heists, the most inaccessible loots, the best kept secrets: nothing is out of your reach.",A
P016018201006319,en,4096,Pre-Played®///Playstation///In Stock,899,899,150,110,01/01/1970 03:00:00,N,R,exim/backup/images/91LbQNJkHzL._SL1500_.jpg#{[en]:;},PP PS4 WATCH DOGS,"<p><span style=""background-color: initial;"">Watch Dogs blends cutting-edge technologies and sophisticated game design into a realistic and living open world where players must use any means at their disposal to take down a corrupt system.</span></p>","PS3, Playstation 3, Pre-Played","In Watch Dogs, this system is called ctOS, Central Operating System, and it controls almost every piece of the citys technology and holds key information on all of the citys residents.",BT Games: Pre-Played® Watch Dogs,Publication Year: T[2014]; Publisher: T[Ubisoft]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 4]; Age Limit: O[18],,,"In Watch Dogs, this system is called ctOS, Central Operating System, and it controls almost every piece of the citys technology and holds key information on all of the citys residents.",A
P016111602007675,en,4097,Pre-Played®///Xbox///In Stock,899,899,150,49,01/01/1970 03:00:00,N,R,exim/backup/images/B00CMQTU74_box.jpg#{[en]:;},PP XB1 RYSE SON OF ROME,"<p><span style=""background-color: initial;"">Ryse: Son of Rome presents a cinematic re-creation of the Roman Empire, its people, conflicts and landscapes in breathtaking detail that represents the graphical benchmark for the next console generation. It brings the brutality and intensity of Roman warfare to life in visceral detail, thrusting you into the chaos of close-quarters combat, where the emotion on the enemy’s face can be seen and felt.Showcasing the possibilities of Xbox One, Ryse: Son of Rome extends the gameplay experience with unique features such as Xbox SmartGlass, Game DVR and the new high-fidelity Kinect, letting you manage your character’s progress with your compatible mobile or tablet device, record and share your best gameplay moments with friends, and command legions with the sound of your voice.</span></p>","Xbox, Xbox One, XB1, Pre-Played",Ryse: Son of Rome follows a fearless Roman soldier named Marius Titus who joins the army to avenge the slaying of his family and emerges as a hero who must fight to save the Roman Empire.,BT Games: Pre-Played® Ryse Son of Rome,Publication Year: T[2014]; Publisher: T[Microsoft]; Has Adult Content: C[Y]; Genre: T[Action/ Adventure]; Format: S[Xbox One]; Age Limit: O[18],,,Ryse: Son of Rome follows a fearless Roman soldier named Marius Titus who joins the army to avenge the slaying of his family and emerges as a hero who must fight to save the Roman Empire.,A
P010700510007329,en,4098,Pre-Played®///Xbox///In Stock,899,899,150,43,01/01/1970 03:00:00,N,R,exim/backup/images/PS3_Destiny_Packshot_hvyu-ju.jpg#{[en]:;},PP XB360 DESTINY,"<p><span style=""background-color: initial;"">Destiny features a compelling storyline, competitive multiplayer, cooperative gameplay choices, wide open public combat destinations, and third-person community spaces where you can repair and rearm before going out on your next adventure.Our civilization once spanned the solar system. Its ruins are still out there: buried in the dunes of Mars, hidden in the jungles of Venus, lost in a wild and abandoned Earth. For centuries we've huddled under the safety of the Traveler, protected from our enemies. Now, a new era has begun, and the only hope for our future lies in unlocking the greatest mysteries of our past.Defend the last safe City on Earth. Defeat our enemies. Explore the ancient ruins of our solar system. Discover all that we have lost. Become legend.</span></p>","PS3, Playstation 3, Pre-Played","Destiny is an action game from the creators of Halo, set in a mysterious future. Create a unique and powerful character, customize the way you look and fight, and explore what remains of our solar system.  ",BT Games: Pre-Played® Destiny,Publication Year: T[2014]; Publisher: T[Activision]; Has Adult Content: C[N]; Genre: T[Shooter]; Format: S[Xbox 360]; Age Limit: O[13],,,"Destiny is an action game from the creators of Halo, set in a mysterious future. Create a unique and powerful character, customize the way you look and fight, and explore what remains of our solar system.  ",A
P010711610001185,en,4099,Pre-Played®///Xbox///In Stock,899,899,150,40,01/01/1970 03:00:00,N,R,exim/backup/images/GOW2_classic.jpg#{[en]:;},PP XB360 GEARS OF WAR 2,"<p><span style=""background-color: initial;"">Gears of War 2 takes the award-winning gameplay of the original and improves upon it in every way. The genre-defining cover system is further refined, making the ""stop and pop"" gameplay more intuitive. Dynamic cover is given new meaning as downed opponents can be picked up and used as shields. The intimate violence of the battlefield is heightened when combatants engage in chainsaw duels. Destructible environments and vicious new finishing moves add to the over-the-top experienceGears of War 2 continues to raise the graphics bar through its breathtaking visual effects, made possible through advances in Unreal Engine 3. Gears of War 2 takes deep and immersive storytelling in video games to greater heights. Players connect with humanity's battle for survival on a personal level as they move through a story that introduces new characters and sheds light on the histories of familiar ones.</span></p>","Xbox, Xbox 360, XB360, Pre-Played",Unparalleled gameplay. Jaw-dropping visuals. Engaging experience that pulls you in and won't let go.,BT Games: Pre-Played® Gears of War 2,Publication Year: T[2010]; Publisher: T[Microsoft]; Has Adult Content: C[Y]; Genre: T[Shooter]; Format: S[Xbox 360]; Age Limit: O[18],,,Unparalleled gameplay. Jaw-dropping visuals. Engaging experience that pulls you in and won't let go.,A
P010705909002019,en,4100,Pre-Played®///Xbox///In Stock,899,899,150,59,01/01/1970 03:00:00,N,R,exim/backup/images/mass_effect_ps31m_l5l5-3l.jpg#{[en]:;},PP XB360 MASS EFFECT,"<p><span style=""background-color: initial;"">A spectacular new vision from legendary developers BioWare, Mass Effect challenges players to lead a squad of freedom fighters as they struggle against threatening armies to restore peace in the land.Mass Effect is the first in a trilogy of games with an overarching story. As the first human Specter – sworn defenders of galactic peace – your mission is to halt the advancing armies of a legendary agent gone rogue. But as you lead your elite team across hostile alien worlds, you will discover the true threat is far greater than anyone imagined.</span></p>","Xbox, Xbox 360, XB360, Pre-Played","Set 200 years in the future in an epic universe, Mass Effect places gamers in a vast galactic community in danger of being conquered by a legendary agent gone rogue.",BT Games: Pre-Played® Mass Effect,Publication Year: T[2010]; Publisher: T[Electronic Arts]; Has Adult Content: C[Y]; Genre: T[Role Playing]; Format: S[Xbox 360]; Age Limit: O[18],,,"Set 200 years in the future in an epic universe, Mass Effect places gamers in a vast galactic community in danger of being conquered by a legendary agent gone rogue.",A
P010725212008445,en,4101,Pre-Played®///Xbox///In Stock,899,899,150,42,01/01/1970 03:00:00,N,R,exim/backup/images/49241517_0_Img2.jpg#{[en]:;},PP XB360 RUGBY 15,"<p><span style=""background-color: initial;"">Aiming to become the new standard for rugby games, Bigben Interactive and HB Studios are delighted to announce the exclusive inclusion of the official licences for the TOP 14 and PRO D2 professional rugby leagues, for an even more intense immersive experience.In the rugby world, the TOP 14 is considered the best club league in the world, with clubs like Rugby Club Toulonnais, current European champions, and Stade Toulousain, quadruple European champions and holders of the record for most French league titles with 19 Brennus Shields.</span></p>","PS3, Playstation 3, Pre-Played","Developed in collaboration with the Canadian studio HB Studios, authors of several successful sport simulations including Rugby World Cup 2011.",BT Games: Pre-Played® Rugby 15,Publisher: T[Big Ben]; Publication Year: T[2014]; Has Adult Content: C[N]; Genre: T[Sports]; Format: S[Xbox 360],,,"Developed in collaboration with the Canadian studio HB Studios, authors of several successful sport simulations including Rugby World Cup 2011.",A
N010405910000306,en,4102,Playstation///Playstation 2///In Stock,899,899,150,84,01/01/1970 03:00:00,N,R,exim/backup/images/BlackPS2.jpg#{[en]:;},PS2 BLACK PLATINUM,"<p><span style=""background-color: initial;"">Control intelligence networks, militaries and manipulate politicians the BLACK operatives are trained at the highest levels in phychological warfare, lethal arts and espionage. Use any means necessary to get the job done.</span></p>","PS2, Playstation 2  ","Join the most enigmatic and brutal strike force. Protect the US from forein and domestic threats by opertating with the BLACK tactical saquad team who does not answer to no one, carry out brutal and overt operations acros the world. ",BT Games: Black,Publication Year: T[2010]; Publisher: T[Electronic Arts]; Has Adult Content: C[Y]; Genre: T[Shooter]; Format: S[Playstation 2]; Age Limit: O[16],,,"Join the most enigmatic and brutal strike force. Protect the US from forein and domestic threats by opertating with the BLACK tactical saquad team who does not answer to no one, carry out brutal and overt operations acros the world. ",A
N010401701000778,en,4103,Playstation///Playstation 2///In Stock,899,899,150,134,01/01/1970 03:00:00,N,R,exim/backup/images/erhgdbz.jpg#{[en]:;},PS2 DRAGONBALL Z BUDOKAI TENKAICHI,"<p><span style=""background-color: initial;"">In the air, on the ground or under water, DBZ Budokai Tenkaichi gives players the ability to battle with unprecedented power and freedom and experience the intensity of DBZ fighting in an all-new way by combining melee combat, energy attacks and 3D flight with third-person action in a fully interactive recreation of the Dragon Ball universe.With its intense battles, high-speed flight and deep storyline, DBZ Budokai Tenkaichi offers players a 'superhero' experience of epic proportions - it's the DBZ game fans have been waiting for.</span></p>","PS2, Playstation 2  ","Dragon Ball Z: Budokai Tenkaichi is the only game to combine fighting and flying in wide open, destructible 3D environments.",BT Games: Dragonball Z Budokai Tenkaichi,Publication Year: T[2010]; Publisher: T[Atari]; Has Adult Content: C[N]; Genre: T[Action]; Format: S[Playstation 2]; Age Limit: O[13],,,"Dragon Ball Z: Budokai Tenkaichi is the only game to combine fighting and flying in wide open, destructible 3D environments.",A
N010401701000779,en,4104,Playstation///Playstation 2///In Stock,899,899,150,111,01/01/1970 03:00:00,N,R,exim/backup/images/tenkaichi2ps2.jpg#{[en]:;},PS2 DRAGONBALL Z BUDOKAI TENKAICHI 2,"<p><span style=""background-color: initial;"">Dragon Ball Z: Budokai Tenkaichi 2 takes the acrobatic and intense 3D flying and fighting dynamic made popular in last year's blockbuster and takes it to a whole new level with exciting new features. Dragon Ball Z: Budokai Tenkaichi 2 combines lightning-fast fighting, light RPG and action gameplay elements to give players the power to engage in titanic battles with a staggering roster of over 100 DBZ heroes and villains. Players can recreate some of the storied confrontations from the TV show, or they can create all-new showdowns of their own with characters that never actually fought in the animated series. The game also features an improved camera system, explosive environmental damage, and in-game transformations.</span></p>","PS2, Playstation 2  ","In Dragon Ball Z: Budokai Tenkaichi 2, all DBZ skills and abilities are intact including: free flight, range, and melee attacks. With over 100 DBZ warriors, the game offers players an action-packed single-player mode complete with missions and side quests",BT Games: Dragonball Z Budokai Tenkaichi 2,Publication Year: T[2011]; Publisher: T[Atari]; Has Adult Content: C[N]; Genre: T[Action]; Format: S[Playstation 2]; Age Limit: O[13],,,"In Dragon Ball Z: Budokai Tenkaichi 2, all DBZ skills and abilities are intact including: free flight, range, and melee attacks. With over 100 DBZ warriors, the game offers players an action-packed single-player mode complete with missions and side quests culminating in some of the most high energy boss confrontations ever.",A
N010401701006105,en,4105,Playstation///Playstation 2///In Stock,899,899,150,88,01/01/1970 03:00:00,N,R,exim/backup/images/tenkaichi3.jpg#{[en]:;},PS2 DRAGONBALL Z BUDOKAI TENKAICHI 3,"<p><span style=""background-color: initial;"">Dragon Ball Z: Budokai Tenkaichi 3 delivers an extreme 3D fighting experience, improving upon last year's game with over 150 playable characters, enhanced fighting techniques, beautifully refined effects and shading techniques, making each character's effects more realistic, and over 20 battle stages. In addition, an improved control system for the Wii will allow players to more easily mimic signature moves and execute devastating energy attacks as they are performed in the Dragon Ball Z animated series.This is the ultimate chapter in Budokai Tenkaichi series with over 20 new characters that have never been seen in any other DBZ video games such as Nail, King Cold and King Vegeta and battle stages that fans will love. Each year, the developers refine the game to bring fans closer to feeling like they are actually playing the show.</span></p>","PS2, Playstation 2  ","This is the ultimate chapter in Budokai Tenkaichi series with over 20 new characters that have never been seen in any other DBZ video games such as Nail, King Cold and King Vegeta and battle stages that fans will love.",BT Games: Dragonball Z Budokai Tenkaichi 3,Publication Year: T[2012]; Publisher: T[Atari]; Has Adult Content: C[N]; Genre: T[Action]; Format: S[Playstation 2]; Age Limit: O[13],,,"This is the ultimate chapter in Budokai Tenkaichi series with over 20 new characters that have never been seen in any other DBZ video games such as Nail, King Cold and King Vegeta and battle stages that fans will love.",A
N010401701000782,en,4106,Playstation///Playstation 2///In Stock,899,899,150,139,01/01/1970 03:00:00,N,R,exim/backup/images/dbzinfintiewo.jpg#{[en]:;},PS2 DRAGONBALL Z INFINITE WORLD,"<p><span style=""background-color: initial;"">But no Dragon Ball Z game would be complete without its fair share of spectacular battles. Dragon Ball Z: Infinite World uses a simplified battle system taken from the recently released next-gen Dragon Ball Z: Burst Limit for thrilling hand-to-hand fighting on the ground, or flying leaps and aerial combat in the skies. In addition, new ideas have been added to the battle system. Defeat your opponent by blasting damaging Ki attacks from the sky or by diving into him and launching an explosive smash attack.The game features over 40 unique characters, not counting the different forms that each character can transform into which multiplies the playing potential. On top of characters, fighting techniques and battle stages, Dragon Ball Z: Infinite World also includes selected drama scenes from the previous games all presented using beautifully refined effects and shading techniques.</span></p>","PS2, Playstation 2  ",The new 'Dragon Missions' in Dragon Ball Z: Infinite World include many famous scenes from the Dragon Ball Z series never before seen in a video game. A range of missions from time attack in the 'Snake Road Mission' alongside other action and racing-style,BT Games: Dragonball Z Infinite World,Publication Year: T[2014]; Publisher: T[Atari]; Has Adult Content: C[N]; Genre: T[Action]; Format: S[Playstation 2]; Age Limit: O[13],,,The new 'Dragon Missions' in Dragon Ball Z: Infinite World include many famous scenes from the Dragon Ball Z series never before seen in a video game. A range of missions from time attack in the 'Snake Road Mission' alongside other action and racing-style missions puts players' strategy and quick-thinking skills to the test beyond simply showing off their deadly fighting skills.,A
N010405912007520,en,4107,Playstation///Playstation 2///In Stock,899,899,150,387,01/01/1970 03:00:00,N,R,exim/backup/images/47529596_0_Img3.jpg#{[en]:;},PS2 FIFA 14,"<p><span style=""background-color: initial;"">Feel the tension as chances are created, and experience the thrill of hitting the back of the net. A new feature called Pure Shot and a brand-new ball physics system will transform shooting, making every shot attempt feel real. FIFA 14 delivers online features and live services that connect fans to the heartbeat of the sport-and to each other-through EA SPORTS Football Club. FIFA 14 is football's social network, where fans connect, compete and share with millions of others around the world.</span></p>","PS2, Playstation 2  ","Experience the emotion of scoring great goals in FIFA 14. The game plays the way great football matches are contested, with innovations to the gameplay that inspire fans to build play through midfield, dictating the tempo of a match. ",BT Games: Fifa 14,Publisher: T[Electronic Arts]; Publication Year: T[2013]; Has Adult Content: C[N]; Genre: T[Sports]; Format: S[Playstation 2],,,"Experience the emotion of scoring great goals in FIFA 14. The game plays the way great football matches are contested, with innovations to the gameplay that inspire fans to build play through midfield, dictating the tempo of a match. ",A
N010416209001092,en,4108,Playstation///Playstation 2///In Stock,899,899,150,121,01/01/1970 03:00:00,N,R,exim/backup/images/final-fantasy-x-ps2-platinum.jpg#{[en]:;},PS2 FINAL FANTASY X PLATINUM,"<p><span style=""background-color: initial;"">The graphics, however, take things to a new level. They are amazing not only for their realism, but also for their imaginative art and design. The world these heroes inhabit is breathtakingly beautiful, flowing and full of inventive surprises. You haven't lived until you've surfed cables high in the air, or ridden a graceful airship through the clouds. There are stunning effects on display when you use magic in combat, summoning gigantic monsters, fire-columns and more to devastate your foes.Final Fantasy X is the first title in this landmark RPG series to be released for the PlayStation 2. The main characters are Tidus, a star of blitzball (a hugely popular sport in the Final Fantasy universe) and Yuna, who has learned the art of summoning and controlling aeons, powerful spirits of yore. These two people of different backgrounds must work together as they journey through the world of Spira. This instalment of Final Fantasy has a distinctly Asian influence, bringing a fresh feel to the characters, music, settings, and story.</span></p>","PS2, Playstation 2  ","The story concerns Tidus, a blond-haired star of a sport called Blitzball. While he is playing in a match, Tidus' city is attacked by an evil force called Sin, and everything is destroyed save Tidus and his guardian Auran. The adventure begins as they are",BT Games: Final Fantasy X,Publication Year: T[2010]; Publisher: T[Square Enix]; Has Adult Content: C[Y]; Genre: T[Role Playing]; Format: S[Playstation 2]; Age Limit: O[13],,,"The story concerns Tidus, a blond-haired star of a sport called Blitzball. While he is playing in a match, Tidus' city is attacked by an evil force called Sin, and everything is destroyed save Tidus and his guardian Auran. The adventure begins as they are somehow transported to another world. From here on, it's standard Final Fantasy gameplay: fight battles, manage experience points, learn new powers and recruit a motley crew of non-playing characters to join your quest. ",A
N010416209001081,en,4109,Playstation///Playstation 2///In Stock,899,899,150,149,01/01/1970 03:00:00,N,R,exim/backup/images/Final_Fantasy_X-2.jpg#{[en]:;},PS2 FINAL FANTASY X2 PLATINUM,"<p><span style=""background-color: initial;"">The people of Spira now shun the teachings of Yevon and have opened their city to former foes. The Machine Faction aims to propagate the use of machina in Spira, going as far as renaming ""machina"" to ""machines"" to remove the stigma. One day, Yuna obtains a mystical sphere that contains imagery of what might be the Blitzball player she thought was gone forever. Although Yuna is not certain that it is him or if he is even alive, she needs to find him. So begins her journey, this is Yuna's story.</span></p>","PS2, Playstation 2  ","Taking place two years after Yuna's fateful journey to defeat Sin, Spira has entered a period of ""Eternal Calm"". ",BT Games: Final Fantasy X2,Publication Year: T[2010]; Publisher: T[Square Enix]; Has Adult Content: C[Y]; Genre: T[Role Playing]; Format: S[Playstation 2]; Age Limit: O[13],,,"Taking place two years after Yuna's fateful journey to defeat Sin, Spira has entered a period of ""Eternal Calm"". ",A
N010416209001096,en,4110,Playstation///Playstation 2///In Stock,899,899,150,84,01/01/1970 03:00:00,N,R,exim/backup/images/finalfantasy12_ps2box_usa_org_000.jpg#{[en]:;},PS2 FINAL FANTASY XII,"<p><span style=""background-color: initial;"">As war looms on the horizon, the mighty Archadian Empire begins a campaign to subjugate its neighbors. To Vaan, a young man living on the streets of Rabanastre, the Empire is a hated enemy who took the life of his brother. Planning on exacting revenge by breaking into the palace, Vaan gets more than he bargained for as he runs into Princess Ashe, the sole surviving heir to the Dalmascan throne. Together, the two embark on an incredible journey tracing the mysteries behind the Archadian Empire's invasion.</span></p>","PS2, Playstation 2  ","Once again taking RPG players beyond imagination, the twelfth Final Fantasy's gameplay features include the Active Dimension Battle system enabling players to move seamlessly between exploration and combat. Characters act according to an intricate ""gambit",BT Games: Final Fantasy XII,Publication Year: T[2010]; Publisher: T[Square Enix]; Has Adult Content: C[Y]; Genre: T[Role Playing]; Format: S[Playstation 2]; Age Limit: O[16],,,"Once again taking RPG players beyond imagination, the twelfth Final Fantasy's gameplay features include the Active Dimension Battle system enabling players to move seamlessly between exploration and combat. Characters act according to an intricate ""gambit"" system of actions and reactions that you determine. ",A
N010416002001246,en,4111,Playstation///Playstation 2///In Stock,899,899,150,62,01/01/1970 03:00:00,N,R,exim/backup/images/51RUX-pUPHL.jpg#{[en]:;},PS2 GOD OF WAR 2 PLATINUM,"<p><span style=""background-color: initial;"">Kratos is a ruthless God, whose wrath strikes down anyone who crosses his path or the path of his beloved Sparta. The Ghost of Sparta sets out to alter that which no mortal, or god has ever changed, his fate. Kratos` journey brings him to the very edge of the Earth, facing countless beasts, monsters, and horrors from his previous life, all bent on preventing him from reaching his goal. But this is Kratos, and his defiance is filled with such arrogance and contempt that all of the Ancient World still trembles at his name: Kratos, the God of War.</span></p>","PS2, Playstation 2  ","The story picks up where players last left off with Kratos. Sitting atop his throne on Olympus, Kratos, the once mortal warrior has become a threat far worse than his predecessor Ares, had ever been.",BT Games: God of War 2,Publication Year: T[2010]; Publisher: T[Sony]; Has Adult Content: C[Y]; Genre: T[Action/ Adventure]; Format: S[Playstation 2]; Age Limit: O[18],,,"The story picks up where players last left off with Kratos. Sitting atop his throne on Olympus, Kratos, the once mortal warrior has become a threat far worse than his predecessor Ares, had ever been.",A
N010405109001692,en,4112,Playstation///Playstation 2///In Stock,899,899,150,75,01/01/1970 03:00:00,N,R,exim/backup/images/55608_front.jpg#{[en]:;},PS2 KINGDOM HEARTS II PLATINUM,"<p><span style=""background-color: initial;"">The unlikely but successful collaboration between Square Enix and Disney Interactive returns in Kingdom Hearts II; where a darkly-cloaked Mickey Mouse joins Donald, Goofy, and Sora as they continue their adventure into several popular Disney-inspired worlds. Battling against the Heartless once more, the dedicated group of friends now find themselves up against an all-new enemy threat -- a mummy-wrapped ruler of unknown origin. Also fresh to the series is a brand new meter known as the ""Transformation Drive"" that allows players to merge with other team members to create more powerful versions of themselves. New costume designs, improved camera controls, and the answer to lingering plot questions from the first game are also included. Developed exclusively for the PlayStation 2.</span></p>","PS2, Playstation 2  ","A darkly-cloaked Mickey Mouse joins Donald, Goofy, and Sora as they continue their adventure into several popular Disney-inspired worlds.",BT Games: Kingdom Hearts 2,Publication Year: T[2012]; Publisher: T[Disney Interactive]; Has Adult Content: C[N]; Genre: T[Role Playing]; Format: S[Playstation 2]; Age Limit: O[13],,,"A darkly-cloaked Mickey Mouse joins Donald, Goofy, and Sora as they continue their adventure into several popular Disney-inspired worlds.",A
N010411901002218,en,4113,Playstation///Playstation 2///In Stock,899,899,150,104,01/01/1970 03:00:00,N,R,exim/backup/images/mortalkombatarmageddon_ps2boxorg.jpg#{[en]:;},PS2 MORTAL KOMBAT ARMAGEDDON,"<p><span style=""background-color: initial;"">The seventh entry in the ongoing fighting series is a full-blown armageddon, bringing together every bloodletting character in Mortal Kombat history as well as adding new characters eager for violence. Also featured are Create–A–Fighter mode, Create–A–Fatality mode, and a brand new Konquest mode.</span></p>","PS2, Playstation 2  ",The seventh entry in the ongoing fighting series is a full-blown armageddon!,BT Games: Mortal Kombat Armageddon,Publication Year: T[2009]; Publisher: T[Midway]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 2]; Age Limit: O[18],,,The seventh entry in the ongoing fighting series is a full-blown armageddon!,A
